1003|clarke's nucleus
1019|lobule of pinna
101|fabella
1020|lobule of auricle
1021|ear lobule
1028|right lung postcaval lobe
1031|pre-botzinger respiratory control center
1043|corpus striatum
1047|right lung superior lobe
1048|spinal cord ventricular layer
1055|nucleus accumbens
1063|right lung inferior lobe
1074|his bundle
1075|bundle of his
107|telencephalic vesicle
1088|extremity
108|cerebrum
1090|female reproductive tract
1093|cerebral cortex
1101|facial bone
1113|tibiale
1118|neurocranium
1119|calvarium
1124|connecting tubule
1132|astragalus
1143|tuberal region
1144|tuberal nucleus
1149|foot distal carpal bone 1
1159|juvenile zone
115|orbicularis oculi
1170|foot distal carpal bone 2
1174|uterine tube
1175|fallopian tube
1177|distal straight tubule
1184|SA node
1189|sacrum
1191|foor distal carpal bone 3
1205|craniofacial bone
1206|cranial bone
1214|foot distal carpal bone 4 and 5
1217|body
1221|AV node
1233|oocyte
1237|conjunctival sac
1253|tail vertebra
125|gastric corpus
1267|dorsal meso-oesophagus
1272|oesophagus
1278|tunica cornea
127|cerebral cortex layer
1283|vitreous humour
1295|suprarenal gland
1302|oesophagus skeletal muscle
1303|internal granular layer
1304|circumflex nerve trunk
1313|external auditory meatus
1315|oesophagus serosa
1327|multiform layer
1331|xiphoid process
1333|esophagus smooth muscle circular layer
1337|uterine smooth muscle
1339|quadriceps femoris
133|liver caudate process
1343|urethral muscle layer
1347|ganglionic layer
1349|oesophagus smooth muscle
1354|paw
1361|facial VII motor nucleus
1369|pars glandularis
1370|pars distalis
1371|anterior lobe
1375|biliary epithelium
1384|esophagus smooth muscle longitudinal layer
1389|biliary lamina propria
138|lower body
1392|plexiform layer
1399|biliary serosa
1405|paw joint
1412|hypophyseal cleft
1413|lymph node germinal center
1416|biliary smooth muscle
1424|pyramidal layer
1426|renal cortex arterial system
143|coeliac artery
1440|external granular layer
1445|renin-producing cells
1449|palpebra
144|accessory carpal bone
1472|ulnar carpal bone
1473|triquetrum
1474|triangular
1475|cuneiform of hand
1478|ductus deferens
1487|fibulare
1488|calcaneus
1489|gluteus superficialis
1495|kidney interstitium
149|upper body
1500|pylorus
1508|nucleus of gudden
1514|upper body organ
1515|sphincter ani externus
1520|intermedioradial carpal bone
1525|upper body skin
1532|paraganglia of zuckerkandl
1533|para-aortic body
1541|renal blood vessel
1543|upper body muscle
1545|vertebral centrum
1552|temporal lobe
1556|upper body nerve
155|4th ventricle choroid plexus
1564|centrale
1565|central tarsal bone
1570|neural spine
1580|vertebral foramen
1584|upper body connective tissue
1592|urethral epithelium
1595|spleen lymphoid nodule
1598|neural arch
1610|prezygapophysis
1615|cerebral cortex region
1617|hand distal carpal bone 1
1618|greater multiangular
1621|male reproductive tract
1626|bicuspid valve
1628|postzygapophysis
1636|forearm
1639|coeliac nerve plexus
1648|habenular nucleus
1657|primal cortex
1658|archipallium
1666|uncinate
1667|unciform
1668|hand distal carpal bone 4
1671|trigeminal V chief sensory nucleus
1673|geniculate ganglion
1674|beta cell islet
1685|centrale
1694|interatrial septum
1696|urethral gland
1698|podocyte layer
1705|lesser multiangular
1706|hand distal carpal bone 2
1715|lateral hypothalamic nucleus
1718|interventricular septum
1719|urethral lamina propria
1724|hand distal carpal bone 3
1728|thoracic body wall
1733|posterior lobe
1734|pars nervosa
1735|neural lobe
173|proximal tubule segment 3
1745|pharyngotympanic tube
1746|eustachian tube
174|pars recta
1750|substantia propria
1762|ear bone
1763|auditory ossicle
1765|layer of rods and cones
1769|ammon's horn
1777|tympanic cavity
1792|periotic capsule
1794|main olfactory bulb
1799|olfactory lobe
17|apex of cecum
1803|MALT
1806|membranous semicircular canal
1809|rhombencephalon
1815|reissner's membrane
1818|tear duct
1826|4th ventricle
1831|saccular maculs
183|subthalamus
185|canal of herring
1862|utricular macula
1869|thumb
186|canal of hering
1882|duct of bellini
1883|basal oesophageal epithelium
1884|coccygea
1890|decidua basalis
1897|atlas
1898|oesophagus epithelium
1900|tibialis anterior
1902|superior olive
1909|tibialis posterior
1925|tarsal gland
1926|palpebral gland
1930|pinna
1939|reticulotegmental nucleus
193|radial carpal bone
1942|waldeyer's ring
1944|external ear
1947|oesophagus mesentery
194|navicular of hand
1950|gum
1958|raphe pontis nucleus
1960|axis
1962|oesophagus lamina propria
1968|mouth
1969|nucleus prepositus hypoglossus
1975|squamous oesophageal epithelium
215|4th ventricle ependyma
220|semilunar
221|intermediate carpal bone
22|auerbach's plexus
233|septal nucleus
234|septal area
244|VZ
272|epiphysis cerebri
273|corpus pineale
279|glomerular tuft
283|reticular membrane
291|GALT
294|PALS
296|hypophysis cerebri
29|piriform area
303|crus commune
306|BALT
315|mesogastrium
338|respiratory system mucosa
33|meissner's plexus
34|henle's plexus
358|SVZ
360|medial canthus
361|posterior vagus X nerve trunk
363|gastric fundus
367|vestibular apparatus
378|anterior vagus X nerve trunk
393|sural triceps
397|gastric juice
399|stellate ganglion
404|upper body blood vessel
406|prostate gland anterior lobe
407|ileocecal junction
413|organ of corti
416|cerebrum
420|olfactory gland of bowman
423|epicardium
42|serratus posterior superior
432|TS28
435|caecum
439|3rd ventricle choroid plexus
43|lacrymal bone
442|perilymphatic space
446|organ of jacobsen
452|upper body bone
455|papillary collecting duct
457|gastric epithelium
472|accessory olfactory formation
486|lower palpebral vein
489|central lobule
493|excretory system
498|scalenus posterior
505|renal cortex venous system
523|coeliac ganglion
528|intercostal muscle internal layer
52|serratus anterior
536|uriniferous tubule
538|intercostal muscle external layer
557|intercostal muscle
561|second convoluted tubule
565|malphighian corpuscle
566|cortical renal corpuscle
569|spinal trigeminal nucleus
579|organ of masera
57|hepatic parenchyma
586|renal medulla
593|ureter transitional epithelium
595|lateral canthus
603|bowman's space
605|innominate artery
607|olfactory mucosa
610|renal pelvis
614|vasculature
620|prosencephalon
634|collecting tubule
637|nasal mucosa
657|renal cortex
659|haemolymphoid system
665|lingula
679|circulatory system
685|bowman's capsule
695|renal capsule
701|juxtaglomerular apparatus
703|adrenal artery
707|dentate nucleus
712|brain stem
719|hemopoietic system
720|haematopoietic system
726|fastigial nucleus
738|lymphatic system
73|hepatic sinusoid
740|lung interstitial tissue
745|uvula
755|interhemispheric commissure
765|nodulus
770|amygdaloid area
773|jaw
778|epidermis prickle cell layer
783|islet of langerhans
7|renal calyx
810|epidermis granular layer
819|first convoluted tubule
824|aortic arch
827|whisker
833|3rd ventricle ependyma
851|epidermis stratum germinativum
852|epidermis basal layer
853|cardiac muscle
860|serratus posterior inferior
862|urethral smooth muscle
869|gastric serosa
875|central lobule
878|urethral skeletal muscle
879|pancreas corpus
886|gastric smooth muscle
892|culmen
894|stomach antrum
895|gastric antrum
901|central grey
906|glomerular capillary system
916|CSF
925|liver/biliary system
928|mesencephalon
929|folium
92|basal nucleus
936|submaxillary gland
939|osseus labyrinth
945|alimentary tract
946|alimentary system
952|pyramus
956|labyrinth
959|transitional epithelium
962|culmen
971|auditory/vestibular system
974|urinary bladder mucosa
977|declive
988|periodontium
989|periodontal membrane
990|hippocampus stratum pyramidale
997|hippocampus stratum moleculare
99|3rd ventricle
